2017-03-25 20:40:52.213840: step 0, loss = 4.68 (57.7 examples/sec; 2.217 sec/batch)
2017-03-25 21:21:12.088082: step 13930, loss = 0.76 (743.5 examples/sec; 0.172 sec/batch)
2017-03-25 21:21:13.807518: step 13940, loss = 0.85 (744.5 examples/sec; 0.172 sec/batch)
2017-03-25 21:21:15.553928: step 13950, loss = 0.79 (732.8 examples/sec; 0.175 sec/batch)
2017-03-25 21:21:17.299657: step 13960, loss = 0.72 (733.2 examples/sec; 0.175 sec/batch)
2017-03-25 21:21:19.032727: step 13970, loss = 0.75 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:20.763765: step 13980, loss = 0.78 (739.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:22.506657: step 13990, loss = 0.92 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:21:24.410366: step 14000, loss = 0.90 (672.5 examples/sec; 0.190 sec/batch)
2017-03-25 21:21:26.023253: step 14010, loss = 1.04 (793.5 examples/sec; 0.161 sec/batch)
2017-03-25 21:21:27.752100: step 14020, loss = 0.75 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:29.484116: step 14030, loss = 0.90 (739.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:31.218722: step 14040, loss = 0.76 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:32.945210: step 14050, loss = 0.90 (741.5 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:34.680271: step 14060, loss = 0.78 (737.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:21:36.416141: step 14070, loss = 0.90 (737.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:21:38.151587: step 14080, loss = 0.79 (737.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:21:39.878602: step 14090, loss = 1.12 (741.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:41.778622: step 14100, loss = 0.83 (673.9 examples/sec; 0.190 sec/batch)
2017-03-25 21:21:43.399267: step 14110, loss = 0.68 (789.5 examples/sec; 0.162 sec/batch)
2017-03-25 21:21:45.142791: step 14120, loss = 0.95 (734.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:21:46.874329: step 14130, loss = 0.89 (739.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:48.607829: step 14140, loss = 0.71 (738.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:50.345585: step 14150, loss = 0.89 (736.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:21:52.090280: step 14160, loss = 0.91 (733.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:21:53.812362: step 14170, loss = 0.88 (743.3 examples/sec; 0.172 sec/batch)
2017-03-25 21:21:55.545083: step 14180, loss = 0.94 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:57.277950: step 14190, loss = 0.84 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 21:21:59.163354: step 14200, loss = 0.84 (678.9 examples/sec; 0.189 sec/batch)
2017-03-25 21:22:00.796007: step 14210, loss = 0.72 (784.0 examples/sec; 0.163 sec/batch)
2017-03-25 21:22:02.538962: step 14220, loss = 0.84 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:04.278931: step 14230, loss = 0.85 (735.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:06.019020: step 14240, loss = 0.74 (735.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:07.758988: step 14250, loss = 0.94 (735.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:09.497512: step 14260, loss = 0.77 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:11.220543: step 14270, loss = 0.82 (742.9 examples/sec; 0.172 sec/batch)
2017-03-25 21:22:12.956534: step 14280, loss = 1.04 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:14.687571: step 14290, loss = 0.70 (739.5 examples/sec; 0.173 sec/batch)
2017-03-25 21:22:16.662814: step 14300, loss = 0.77 (648.3 examples/sec; 0.197 sec/batch)
2017-03-25 21:22:18.205531: step 14310, loss = 0.82 (829.2 examples/sec; 0.154 sec/batch)
2017-03-25 21:22:19.953517: step 14320, loss = 0.86 (732.3 examples/sec; 0.175 sec/batch)
2017-03-25 21:22:21.675741: step 14330, loss = 0.78 (743.2 examples/sec; 0.172 sec/batch)
2017-03-25 21:22:23.415587: step 14340, loss = 0.94 (735.7 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:25.143668: step 14350, loss = 0.73 (740.7 examples/sec; 0.173 sec/batch)
2017-03-25 21:22:26.887385: step 14360, loss = 0.99 (734.2 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:28.628291: step 14370, loss = 0.84 (735.2 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:30.365403: step 14380, loss = 0.82 (736.8 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:32.106749: step 14390, loss = 0.91 (735.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:34.002699: step 14400, loss = 1.00 (675.4 examples/sec; 0.190 sec/batch)
2017-03-25 21:22:35.622812: step 14410, loss = 1.05 (789.7 examples/sec; 0.162 sec/batch)
2017-03-25 21:22:37.360936: step 14420, loss = 0.99 (736.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:39.096686: step 14430, loss = 0.73 (737.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:40.842599: step 14440, loss = 0.74 (733.1 examples/sec; 0.175 sec/batch)
2017-03-25 21:22:42.571285: step 14450, loss = 0.93 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:22:44.296809: step 14460, loss = 0.84 (741.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:22:46.034438: step 14470, loss = 0.83 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:47.757607: step 14480, loss = 0.84 (742.8 examples/sec; 0.172 sec/batch)
2017-03-25 21:22:49.504349: step 14490, loss = 0.93 (732.8 examples/sec; 0.175 sec/batch)
2017-03-25 21:22:51.398666: step 14500, loss = 0.99 (675.9 examples/sec; 0.189 sec/batch)
2017-03-25 21:22:53.024690: step 14510, loss = 0.82 (786.9 examples/sec; 0.163 sec/batch)
2017-03-25 21:22:54.760995: step 14520, loss = 0.92 (737.2 examples/sec; 0.174 sec/batch)
2017-03-25 21:22:56.487441: step 14530, loss = 0.93 (741.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:22:58.221411: step 14540, loss = 0.95 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:22:59.952171: step 14550, loss = 0.93 (739.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:01.689495: step 14560, loss = 0.87 (736.8 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:03.428252: step 14570, loss = 0.80 (736.2 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:05.167074: step 14580, loss = 0.73 (736.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:06.901886: step 14590, loss = 0.79 (737.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:08.868595: step 14600, loss = 0.92 (650.8 examples/sec; 0.197 sec/batch)
2017-03-25 21:23:10.426577: step 14610, loss = 0.86 (821.7 examples/sec; 0.156 sec/batch)
2017-03-25 21:23:12.165899: step 14620, loss = 0.95 (735.8 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:13.886511: step 14630, loss = 0.94 (743.9 examples/sec; 0.172 sec/batch)
2017-03-25 21:23:15.612759: step 14640, loss = 0.91 (741.5 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:17.353959: step 14650, loss = 0.85 (735.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:19.095478: step 14660, loss = 0.90 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:20.828110: step 14670, loss = 0.76 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:22.541587: step 14680, loss = 0.87 (746.9 examples/sec; 0.171 sec/batch)
2017-03-25 21:23:24.285154: step 14690, loss = 0.92 (734.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:26.161667: step 14700, loss = 0.94 (682.1 examples/sec; 0.188 sec/batch)
2017-03-25 21:23:27.791969: step 14710, loss = 0.84 (785.1 examples/sec; 0.163 sec/batch)
2017-03-25 21:23:29.535469: step 14720, loss = 0.98 (734.2 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:31.258796: step 14730, loss = 0.93 (742.7 examples/sec; 0.172 sec/batch)
2017-03-25 21:23:32.984736: step 14740, loss = 0.77 (741.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:34.714701: step 14750, loss = 0.85 (739.9 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:36.446583: step 14760, loss = 0.87 (739.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:38.175815: step 14770, loss = 0.83 (740.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:23:39.896697: step 14780, loss = 0.88 (743.8 examples/sec; 0.172 sec/batch)
2017-03-25 21:23:41.644929: step 14790, loss = 0.74 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 21:23:43.567438: step 14800, loss = 0.80 (665.8 examples/sec; 0.192 sec/batch)
2017-03-25 21:23:45.138059: step 14810, loss = 0.79 (814.9 examples/sec; 0.157 sec/batch)
2017-03-25 21:23:46.881794: step 14820, loss = 0.97 (734.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:48.629978: step 14830, loss = 0.83 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 21:23:50.367119: step 14840, loss = 0.85 (736.8 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:52.130444: step 14850, loss = 0.85 (725.9 examples/sec; 0.176 sec/batch)
2017-03-25 21:23:53.872895: step 14860, loss = 0.88 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:55.610939: step 14870, loss = 0.93 (736.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:57.349104: step 14880, loss = 0.83 (736.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:23:59.084987: step 14890, loss = 0.63 (737.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:00.973355: step 14900, loss = 0.71 (678.1 examples/sec; 0.189 sec/batch)
2017-03-25 21:24:02.592747: step 14910, loss = 0.81 (790.1 examples/sec; 0.162 sec/batch)
2017-03-25 21:24:04.331401: step 14920, loss = 0.85 (736.2 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:06.059619: step 14930, loss = 0.82 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:07.790378: step 14940, loss = 0.88 (739.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:09.533178: step 14950, loss = 1.00 (734.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:11.262820: step 14960, loss = 0.89 (740.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:12.981119: step 14970, loss = 0.81 (744.9 examples/sec; 0.172 sec/batch)
2017-03-25 21:24:14.709468: step 14980, loss = 0.76 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:16.456407: step 14990, loss = 0.75 (732.7 examples/sec; 0.175 sec/batch)
2017-03-25 21:24:18.318991: step 15000, loss = 0.90 (687.2 examples/sec; 0.186 sec/batch)
2017-03-25 21:24:19.942467: step 15010, loss = 0.71 (788.4 examples/sec; 0.162 sec/batch)
2017-03-25 21:24:21.671791: step 15020, loss = 1.04 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:23.412348: step 15030, loss = 0.84 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:25.148506: step 15040, loss = 0.84 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:26.880834: step 15050, loss = 0.87 (738.9 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:28.624614: step 15060, loss = 0.74 (734.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:30.351119: step 15070, loss = 0.82 (741.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:32.078455: step 15080, loss = 0.70 (741.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:33.805974: step 15090, loss = 0.80 (741.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:35.690348: step 15100, loss = 0.81 (679.7 examples/sec; 0.188 sec/batch)
2017-03-25 21:24:37.294417: step 15110, loss = 0.98 (797.4 examples/sec; 0.161 sec/batch)
2017-03-25 21:24:39.021629: step 15120, loss = 0.94 (741.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:40.751444: step 15130, loss = 0.89 (740.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:42.481779: step 15140, loss = 0.80 (739.7 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:44.232111: step 15150, loss = 0.68 (731.3 examples/sec; 0.175 sec/batch)
2017-03-25 21:24:45.971183: step 15160, loss = 0.90 (736.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:47.695405: step 15170, loss = 0.82 (742.4 examples/sec; 0.172 sec/batch)
2017-03-25 21:24:49.430919: step 15180, loss = 0.84 (737.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:51.171643: step 15190, loss = 0.73 (735.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:53.064932: step 15200, loss = 0.97 (676.1 examples/sec; 0.189 sec/batch)
2017-03-25 21:24:54.689223: step 15210, loss = 0.75 (788.0 examples/sec; 0.162 sec/batch)
2017-03-25 21:24:56.422984: step 15220, loss = 0.93 (738.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:24:58.161559: step 15230, loss = 0.69 (736.2 examples/sec; 0.174 sec/batch)
2017-03-25 21:24:59.899919: step 15240, loss = 0.76 (736.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:01.629122: step 15250, loss = 0.93 (740.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:03.391254: step 15260, loss = 0.88 (726.4 examples/sec; 0.176 sec/batch)
2017-03-25 21:25:05.124267: step 15270, loss = 0.88 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:06.879706: step 15280, loss = 0.93 (729.2 examples/sec; 0.176 sec/batch)
2017-03-25 21:25:08.612217: step 15290, loss = 0.84 (738.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:10.583155: step 15300, loss = 0.84 (649.6 examples/sec; 0.197 sec/batch)
2017-03-25 21:25:12.073191: step 15310, loss = 0.79 (858.8 examples/sec; 0.149 sec/batch)
2017-03-25 21:25:13.761965: step 15320, loss = 0.96 (758.0 examples/sec; 0.169 sec/batch)
2017-03-25 21:25:15.489200: step 15330, loss = 0.80 (741.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:17.231583: step 15340, loss = 1.00 (734.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:18.973293: step 15350, loss = 0.85 (734.8 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:20.707397: step 15360, loss = 0.83 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:22.447635: step 15370, loss = 0.78 (735.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:24.176538: step 15380, loss = 1.08 (740.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:25.932403: step 15390, loss = 0.85 (729.0 examples/sec; 0.176 sec/batch)
2017-03-25 21:25:27.877002: step 15400, loss = 0.97 (658.5 examples/sec; 0.194 sec/batch)
2017-03-25 21:25:29.434486: step 15410, loss = 1.08 (821.5 examples/sec; 0.156 sec/batch)
2017-03-25 21:25:31.165957: step 15420, loss = 0.77 (739.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:32.907347: step 15430, loss = 0.91 (735.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:34.643930: step 15440, loss = 0.99 (737.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:36.379981: step 15450, loss = 0.89 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:38.111707: step 15460, loss = 0.91 (739.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:39.847671: step 15470, loss = 0.85 (737.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:41.586784: step 15480, loss = 1.02 (736.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:43.319579: step 15490, loss = 0.74 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:45.227089: step 15500, loss = 0.77 (671.0 examples/sec; 0.191 sec/batch)
2017-03-25 21:25:46.841008: step 15510, loss = 0.74 (793.1 examples/sec; 0.161 sec/batch)
2017-03-25 21:25:48.589533: step 15520, loss = 0.77 (732.0 examples/sec; 0.175 sec/batch)
2017-03-25 21:25:50.318837: step 15530, loss = 0.68 (740.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:52.051529: step 15540, loss = 0.76 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 21:25:53.788290: step 15550, loss = 0.93 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:55.533683: step 15560, loss = 0.79 (733.4 examples/sec; 0.175 sec/batch)
2017-03-25 21:25:57.270607: step 15570, loss = 0.85 (736.9 examples/sec; 0.174 sec/batch)
2017-03-25 21:25:59.004656: step 15580, loss = 0.95 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:00.747321: step 15590, loss = 0.80 (734.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:26:02.649918: step 15600, loss = 0.87 (672.8 examples/sec; 0.190 sec/batch)
2017-03-25 21:26:04.278670: step 15610, loss = 0.95 (785.9 examples/sec; 0.163 sec/batch)
2017-03-25 21:26:06.023236: step 15620, loss = 0.76 (733.7 examples/sec; 0.174 sec/batch)
2017-03-25 21:26:07.762977: step 15630, loss = 0.96 (735.7 examples/sec; 0.174 sec/batch)
2017-03-25 21:26:09.496297: step 15640, loss = 0.84 (738.5 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:11.251481: step 15650, loss = 0.88 (729.3 examples/sec; 0.176 sec/batch)
2017-03-25 21:26:12.995774: step 15660, loss = 0.79 (733.8 examples/sec; 0.174 sec/batch)
2017-03-25 21:26:14.722960: step 15670, loss = 1.04 (741.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:16.454684: step 15680, loss = 0.85 (739.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:18.202901: step 15690, loss = 0.76 (732.2 examples/sec; 0.175 sec/batch)
2017-03-25 21:26:20.098647: step 15700, loss = 0.94 (675.1 examples/sec; 0.190 sec/batch)
2017-03-25 21:26:21.717901: step 15710, loss = 0.77 (790.5 examples/sec; 0.162 sec/batch)
2017-03-25 21:26:23.451728: step 15720, loss = 0.82 (738.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:25.177283: step 15730, loss = 0.79 (741.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:26.903848: step 15740, loss = 0.66 (741.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:28.630474: step 15750, loss = 0.93 (741.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:30.373222: step 15760, loss = 0.83 (734.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:26:32.093111: step 15770, loss = 0.83 (744.2 examples/sec; 0.172 sec/batch)
2017-03-25 21:26:33.827936: step 15780, loss = 0.73 (737.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:35.555551: step 15790, loss = 0.80 (740.9 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:37.460146: step 15800, loss = 0.87 (672.0 examples/sec; 0.190 sec/batch)
2017-03-25 21:26:39.075574: step 15810, loss = 0.86 (792.4 examples/sec; 0.162 sec/batch)
2017-03-25 21:26:40.807276: step 15820, loss = 0.78 (739.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:42.540693: step 15830, loss = 0.79 (738.4 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:44.268972: step 15840, loss = 0.78 (740.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:45.994867: step 15850, loss = 0.74 (741.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:47.737835: step 15860, loss = 1.14 (734.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:26:49.486903: step 15870, loss = 0.85 (731.7 examples/sec; 0.175 sec/batch)
2017-03-25 21:26:51.221907: step 15880, loss = 0.80 (737.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:52.951127: step 15890, loss = 0.85 (740.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:54.887870: step 15900, loss = 0.74 (660.9 examples/sec; 0.194 sec/batch)
2017-03-25 21:26:56.430369: step 15910, loss = 0.88 (829.8 examples/sec; 0.154 sec/batch)
2017-03-25 21:26:58.160195: step 15920, loss = 0.91 (740.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:26:59.884948: step 15930, loss = 0.88 (742.1 examples/sec; 0.172 sec/batch)
2017-03-25 21:27:01.623400: step 15940, loss = 0.96 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:03.352893: step 15950, loss = 0.98 (740.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:05.082131: step 15960, loss = 0.83 (740.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:06.819926: step 15970, loss = 0.80 (736.6 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:08.554643: step 15980, loss = 0.82 (737.9 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:10.293165: step 15990, loss = 0.75 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:12.257409: step 16000, loss = 0.82 (651.6 examples/sec; 0.196 sec/batch)
2017-03-25 21:27:13.803432: step 16010, loss = 1.00 (827.9 examples/sec; 0.155 sec/batch)
2017-03-25 21:27:15.534010: step 16020, loss = 1.01 (739.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:17.259732: step 16030, loss = 0.80 (741.9 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:18.983672: step 16040, loss = 0.76 (742.3 examples/sec; 0.172 sec/batch)
2017-03-25 21:27:20.730765: step 16050, loss = 0.81 (732.7 examples/sec; 0.175 sec/batch)
2017-03-25 21:27:22.457672: step 16060, loss = 1.03 (741.2 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:24.175442: step 16070, loss = 0.76 (745.1 examples/sec; 0.172 sec/batch)
2017-03-25 21:27:25.911298: step 16080, loss = 0.85 (737.4 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:27.635294: step 16090, loss = 0.70 (742.5 examples/sec; 0.172 sec/batch)
2017-03-25 21:27:29.529297: step 16100, loss = 0.92 (675.8 examples/sec; 0.189 sec/batch)
2017-03-25 21:27:31.152571: step 16110, loss = 0.75 (788.5 examples/sec; 0.162 sec/batch)
2017-03-25 21:27:32.878575: step 16120, loss = 0.71 (742.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:34.591372: step 16130, loss = 0.65 (746.9 examples/sec; 0.171 sec/batch)
2017-03-25 21:27:36.333136: step 16140, loss = 0.77 (734.9 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:38.067305: step 16150, loss = 0.83 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:39.792262: step 16160, loss = 0.80 (742.0 examples/sec; 0.172 sec/batch)
2017-03-25 21:27:41.520120: step 16170, loss = 0.89 (740.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:43.239194: step 16180, loss = 0.80 (744.6 examples/sec; 0.172 sec/batch)
2017-03-25 21:27:44.970615: step 16190, loss = 0.88 (739.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:46.856901: step 16200, loss = 0.92 (678.9 examples/sec; 0.189 sec/batch)
2017-03-25 21:27:48.454225: step 16210, loss = 0.71 (800.9 examples/sec; 0.160 sec/batch)
2017-03-25 21:27:50.196863: step 16220, loss = 0.82 (734.5 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:51.932078: step 16230, loss = 0.97 (737.7 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:53.652671: step 16240, loss = 0.98 (743.9 examples/sec; 0.172 sec/batch)
2017-03-25 21:27:55.384067: step 16250, loss = 0.82 (739.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:27:57.123501: step 16260, loss = 0.73 (735.9 examples/sec; 0.174 sec/batch)
2017-03-25 21:27:58.851019: step 16270, loss = 0.85 (740.9 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:00.587591: step 16280, loss = 0.78 (737.1 examples/sec; 0.174 sec/batch)
2017-03-25 21:28:02.333775: step 16290, loss = 0.85 (733.0 examples/sec; 0.175 sec/batch)
2017-03-25 21:28:04.318243: step 16300, loss = 1.00 (645.0 examples/sec; 0.198 sec/batch)
2017-03-25 21:28:05.857416: step 16310, loss = 0.93 (831.6 examples/sec; 0.154 sec/batch)
2017-03-25 21:28:07.586378: step 16320, loss = 0.85 (740.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:09.323805: step 16330, loss = 0.76 (737.0 examples/sec; 0.174 sec/batch)
2017-03-25 21:28:11.052956: step 16340, loss = 0.82 (740.0 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:12.785660: step 16350, loss = 0.77 (738.7 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:14.508395: step 16360, loss = 0.93 (743.0 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:16.241333: step 16370, loss = 0.73 (738.6 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:17.976238: step 16380, loss = 0.99 (737.8 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:19.698456: step 16390, loss = 0.88 (743.2 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:21.608383: step 16400, loss = 0.89 (670.8 examples/sec; 0.191 sec/batch)
2017-03-25 21:28:23.211359: step 16410, loss = 0.91 (797.7 examples/sec; 0.160 sec/batch)
2017-03-25 21:28:24.933524: step 16420, loss = 0.78 (743.2 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:26.664994: step 16430, loss = 0.97 (739.3 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:28.402510: step 16440, loss = 0.78 (736.7 examples/sec; 0.174 sec/batch)
2017-03-25 21:28:30.141822: step 16450, loss = 0.98 (735.9 examples/sec; 0.174 sec/batch)
2017-03-25 21:28:31.887779: step 16460, loss = 0.69 (733.1 examples/sec; 0.175 sec/batch)
2017-03-25 21:28:33.608276: step 16470, loss = 0.78 (744.0 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:35.359674: step 16480, loss = 0.63 (730.8 examples/sec; 0.175 sec/batch)
2017-03-25 21:28:37.093849: step 16490, loss = 0.67 (738.1 examples/sec; 0.173 sec/batch)
2017-03-25 21:28:39.001283: step 16500, loss = 0.91 (671.3 examples/sec; 0.191 sec/batch)
2017-03-25 21:28:40.609697: step 16510, loss = 0.78 (795.5 examples/sec; 0.161 sec/batch)
2017-03-25 21:28:42.333680: step 16520, loss = 0.88 (742.5 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:44.052058: step 16530, loss = 0.93 (744.9 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:45.790523: step 16540, loss = 0.82 (736.3 examples/sec; 0.174 sec/batch)
2017-03-25 21:28:47.538957: step 16550, loss = 0.84 (732.1 examples/sec; 0.175 sec/batch)
2017-03-25 21:28:49.262129: step 16560, loss = 0.95 (742.8 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:50.983276: step 16570, loss = 0.79 (743.7 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:52.707264: step 16580, loss = 0.73 (742.5 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:54.431449: step 16590, loss = 0.96 (742.4 examples/sec; 0.172 sec/batch)
2017-03-25 21:28:56.327012: step 16600, loss = 0.69 (675.6 examples/sec; 0.189 sec/batch)
